"side_effect","predicted_drug","similarity_score"
"Malignant melanoma in situ 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99036004460237"
"Headache Vomiting Abdominal pain Gait disturbance","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99904585773551"
"Urinary tract infection 6 Pyrexia 6 Haematuria 6 Myalgia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99436290707625"
"Depressed level of consciousness Depressed level of consciousness Conjunctival haemorrhage Arthralgia Myalgia Pyrexia Encephalopathy","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99496290213752"
"Adenocarcinoma 5","ADVAIR BLOOD PRESSURE MEDICATION","0.97236576512352"
"Diarrhoea Weight decreased Vomiting Ileus paralytic","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99901177731126"
"Muscle rupture 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99714320880497"
"Thrombosis in device 1 Drug resistance 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99801176117972"
"Interstitial lung disease 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9984480550392"
"Epistaxis 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99478015427043"
"Dyspnoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868236318221"
"Headache 1 Hyperhidrosis 1 Arthralgia 1 Hypersensitivity vasculitis 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99347129237771"
"Cerebrovascular accident 1 Transient ischaemic attack 1 Thrombosis 1 Diplopia 3 Pulmonary embolism 1 Headache 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99393375949102"
"Conjunctival haemorrhage Vision blurred Headache Asthenia Gait disturbance","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99515434212091"
"Interstitial lung disease 3 Pancreatitis 1 Disseminated intravascular coagulation 6 Tracheostomy 6 Mechanical ventilation 6 Gastric haemorrhage 6 Hepatic function abnormal 6 Cholelithiasis 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99449778067703"
"Skin exfoliation 2 Pruritus 2 Oral pruritus 2 Local swelling 2 Chest discomfort 2 Paraesthesia oral 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99621979025135"
"Vomiting 1 Underdose 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99493789492293"
"Renal impairment 2 Diarrhoea 2 Lethargy 2 Malaise 2 Weight decreased 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868737520956"
"Myocardial infarction 1 Nausea 1 Weight increased 6 Headache 1 Dizziness 1 Angina pectoris 1 Fatigue 1 Hyperhidrosis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99654899781939"
"Stevens-Johnson syndrome 4 Hypersensitivity 1 Blister 4 Consciousness fluctuating 1 Dyspnoea 1 Eye disorder 1 Rash generalised 1 Lip discolouration 1 Chapped lips 1 Pain 1 Scab 1 Scar 1 Malaise 1 Skin disorder 1 Skin exfoliation 1 Lip swelling 1 Weight decreased 1 Off label use 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99610684543888"
"Small cell lung cancer 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99450354582423"
"Gastric cancer 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99402649028691"
"Headache 2 Tooth abscess 6 Fatigue 2 Tooth infection 3 Spondylolisthesis 6 Osteoporosis 6 Pain in extremity 2 Musculoskeletal discomfort 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99778627968639"
"Drug diversion 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99844461753678"
"Insomnia 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99873240862984"
"Cholangitis Off label use","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99700725973847"
"Death 5 Myocardial infarction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99607202098014"
"Pancytopenia 2 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9987677568043"
"Exposure during pregnancy Substance abuse Headache Somnambulism Depression Diarrhoea Fatigue Irritability Polyuria Pain in extremity Underdose Malaise Nausea Vomiting Wrong technique in drug usage process Eczema","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99605443876643"
"Paralysis Asthenia Constipation Dyspnoea Hyperkalaemia Restlessness Rales Blood sodium decreased High density lipoprotein decreased Low density lipoprotein increased","DIPHENHYDRAMINE DOXYLAMINE (DOXYLAMINE)","0.99842084850891"
"Incorrect route of drug administration 6 Drug abuse 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99810417334772"
"Drug diversion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99844461753678"
"Bronchospasm Hyperhidrosis","ACETAZOLAMIDE ACETAZOLAMIDE PREDFORTE ALFAGAN CYCLOPENTHALATE EYE DROPS BACITRACIX POLYMYXIN EYE OINTMENT EXTRA STRENGTH TYLENOL","0.99221228852231"
"Liver function test abnormal 1 Salmonellosis 1 Hepatic steatosis 6 Herpes simplex 6 Spinal osteoarthritis 6 Arthritis 6 Renal failure acute 1 Duodenal polyp 6 Electrolyte imbalance 6 Oesophagitis 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9951428200788"
"Mycobacterium avium complex infection 2 Lymphadenitis 2 Renal impairment 3 Diabetes mellitus 3 Diarrhoea 2 Sinusitis 3 Diabetic neuropathy 3 Eosinophilic pustular folliculitis 3 Nausea 2 Pneumonia 2 Osteoporosis 2 Hyperlipidaemia 3 Back pain 2 Hyperuricaemia 3 Cytopenia 2 Periarthritis 2 Folate deficiency 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99457704647109"
"Gingival inflammation 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99676359602283"
"Drug diversion 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99844461753678"
"Lumbar vertebral fracture 3","ADVAIR BLOOD PRESSURE MEDICATION","0.99861194313398"
"Clostridium difficile colitis","CLOZARIL SODIUM VALPROATE RISPERIDONE RISPERIDONE CITALOPRAM CITALOPRAM LORAZEPAM LORAZEPAM SPIRIVA IPRATROPIUM NICOTINE SODIBIC ENOXAPARIN MEROPENEM DIAZEPAM OXAZEPAM OXAZEPAM RISPERIDONE CONSTA PROMETHAZINE OLANZAPINE SALBUTAMOL PARACETAMOL ONDANSETRON ONDANSETRON METOCLOPRAMIDE METOCLOPRAMIDE MIDAZOLAM FENTANYL FENTANYL","0.98756713009419"
"Blood glucose increased 6 Inappropriate schedule of drug administration 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660079558779"
"Confusional state 3 Tumour lysis syndrome 3 Renal failure 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99434408586563"
"Overdose 5 Drug dependence 3 Drug abuse 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9982937518226"
"Splenic rupture Blood pressure diastolic decreased Haemoglobin decreased Peritoneal haemorrhage Caesarean section Maternal exposure during pregnancy Procedural complication","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99494179812406"
"Skin toxicity","ADVAIR BLOOD PRESSURE MEDICATION","0.99905636811716"
"Pneumonia 5 Neuropathy peripheral 6 Fatigue 6 Infection 6 Nausea 6 Diarrhoea 6 Palmar-plantar erythrodysaesthesia syndrome 6 Mucosal inflammation 6 Pneumonitis 6 Pleural effusion 6 Vomiting 6 Anaemia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99670018601784"
"Drug abuse 5 Accidental exposure to product 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9942199972466"
"Dermatitis exfoliative 5","AMPYRA COPAXONE ALL OTHER THERAPEUTIC PRODUCTS","0.99371622548607"
"Pneumonitis 3 Nausea 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99719641472457"
"Hepatic function abnormal 6 Overdose 6 Miosis 1 Respiratory depression 2 Coma 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99699200708688"
"Drug diversion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99844461753678"
"Road traffic accident 6","ADVAIR BLOOD PRESSURE MEDICATION","0.99840713881511"
"Drug diversion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99844461753678"
"Drug abuse 6 Drug diversion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99858582957506"
"Leukopenia 6 Anaemia 6 Thrombocytopenia 6 Vomiting 6 Radiation oesophagitis 6 Palmar-plantar erythrodysaesthesia syndrome 6 Diarrhoea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9940794888731"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Febrile neutropenia 6","ADVAIR BLOOD PRESSURE MEDICATION","0.9988384683176"
"Drug diversion 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99844461753678"
"Self injurious behaviour 6 Intentional drug misuse 6 Sluggishness 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.995388071433"
"Myocardial infarction 3 Fall 1 Somnolence 3 Aphasia 3","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99437127515949"
"Drug hypersensitivity 1 Pain 1 Abdominal distension 1 Fatigue 1 Chills 1 Diarrhoea 1 Eosinophilia 1 Condition aggravated 6 Transaminases increased 1 Dyspepsia 1 Lymphopenia 1 Skin ulcer 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9973529991448"
"Overdose 1 Depressed level of consciousness 1 Convulsion 1 Gaze palsy 1 Foaming at mouth 1 Dyskinesia 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99575625125749"
"Drug dependence 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99849657836182"
"Febrile neutropenia Off label use","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99484104193044"
"Disability 6 Fatigue 6 Joint dislocation 6 Joint swelling 6 Knee arthroplasty 6 Joint injury 6 Sinusitis 6 Bedridden 3 Nerve injury 6 Impaired driving ability 6 Muscular weakness 6 Arthralgia 6 Fall 6 Product packaging issue 6 Weight bearing difficulty 3 Flushing 6 Ankle fracture 3 Wheelchair user 6 Bladder catheterisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99418296757676"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Renal cancer 1 Pneumonia 1 Sinusitis 3 Injury 1 Drug effect incomplete 1 Psoriasis 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99758555873573"
"Lower gastrointestinal haemorrhage 6 Drug interaction 6 Melaena 6 Haematochezia 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99770643417104"
"Stevens-Johnson syndrome","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99623914571846"
"Rash maculo-papular Food interaction","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99826459515186"
"Bladder neoplasm Bladder cancer","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99562642674123"
"Anaphylactic shock","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99488909094109"
"Hypertriglyceridaemia Thrombosis in device","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99592091475066"
"No adverse event","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99248343734991"
"Acute generalised exanthematous pustulosis","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99426200558"
"Anaphylactic reaction No therapeutic response","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99721790721408"
"Faecalith Abdominal pain Vomiting Ileus Intussusception Malnutrition Ascites Pleural effusion","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99912538214519"
"Convulsion 6 Pancreatitis 6 Myoclonus 6 Fall 6 Head injury 6 Dyspnoea 6 Fatigue 6 Weight increased 6 Tremor 6 Balance disorder 6 Abdominal pain 6 Dyspepsia 6 Rash 6 Globulins increased 6 Hypoalbuminaemia 6 Somnolence 6 Abnormal behaviour 6 Diarrhoea 6 Rosacea 6 Disorientation 6 Drug administration error 6 Drug dose omission 6 Drug effect decreased 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9977565326368"
"Flushing 1 Muscular weakness 1 Headache 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99539576165177"
"Chest pain Electrocardiogram ST segment elevation Muscle spasms Coronary artery dissection Iatrogenic injury","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99648566857211"
"Haemorrhage 6 Drug interaction 6 Shock haemorrhagic 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99877008477282"
"Hypertension 2 Weight increased 3 Skin burning sensation 6 Paraesthesia 6 Peripheral swelling 2 Joint swelling 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99586061408586"
"Oedema peripheral 3 Hypertension 2 Paraesthesia 6 Weight increased 3 Skin burning sensation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99723333033598"
"Renal disorder 3 Intestinal resection 1 Colon cancer metastatic 3 Pain 3 Hypertension 3 Malaise 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99785027026104"
"Incarcerated hernia 1 Peritonitis 1 Catheter site extravasation 6 Post procedural infection 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99668126914831"
"Abortion spontaneous 1 Exposure during pregnancy 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99549290181966"
"Large intestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99868886892774"
"Adverse event 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99248343734991"
"Hernia 2","ADVAIR BLOOD PRESSURE MEDICATION","0.99546507826587"
"Cardiac disorder 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899339295238"
"Hernia 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99546507826587"
"Peripheral artery thrombosis 2 Cerebrovascular accident 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99699115708684"
"Renal failure chronic 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9979068857443"
"Renal failure acute Anuria Heparin-induced thrombocytopenia Heparin-induced thrombocytopenia Venous stenosis Thrombosis in device","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99483440162328"
"Malaise 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99723847425487"
"Pneumonia 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99460458310151"
"Clostridium difficile infection 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99590084871269"
"Peritonitis 6","FLUTICASONE PROPIONATE + SALMETEROL XINAFOATE","0.96054047413113"
"Diverticulitis 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.94852012909779"
"Circulatory collapse Vomiting Pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99912954464162"
"Headache Insomnia Nausea Condition aggravated Paraesthesia Night sweats Myocardial infarction","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99639835016532"
"Toxic epidermal necrolysis Drug reaction with eosinophilia and systemic symptoms","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99441331616481"
"Pyrexia No therapeutic response","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99594835771618"
"Interstitial lung disease","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9984480550392"
"Toxicity to various agents Completed suicide Incorrect dose administered","ADVAIR BLOOD PRESSURE MEDICATION","0.99764238288152"
"Poor peripheral circulation 3 Peripheral arterial occlusive disease 3 Post procedural infection 2 Wound 2 Wound infection 2 Diabetic complication 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99813312565482"
"Cellulitis 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.94566413195798"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Toxicity to various agents Completed suicide Brain oedema Bladder disorder Medication residue present Pulmonary oedema","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99407983832231"
"Toxicity to various agents Completed suicide Incorrect dose administered","ADVAIR BLOOD PRESSURE MEDICATION","0.99764238288152"
"Subacute cutaneous lupus erythematosus","RABEPRAZOLE","0.97044735027964"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Pancreatitis 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99028254622924"
"Investigation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Intervertebral disc operation 6 Spinal laminectomy 6","ADVAIR BLOOD PRESSURE MEDICATION","0.9957498909253"
"Muscle spasms Hot flush Formication Fall Drug withdrawal syndrome Clonus Device failure","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9955824298709"
"Chest pain 2 Anaphylactic reaction 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99925700878185"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Cardiac disorder 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99899339295238"
"Pulmonary thrombosis 1 Hypotension 1 Memory impairment 6 Fluid overload 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99465509150546"
"Death 5 Hypoxia 2 Delirium 2 Stress 2 Pancreatic disorder 2 Ultrafiltration failure 2 Dyspnoea 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99781847293632"
"Renal cancer 3 Blood pressure fluctuation 2 Weight decreased 1 Hypertension 2 Renal transplant failure 6 Hypotension 1 Nausea 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99760272465218"
"Convulsion 2 Blood sodium decreased 2","ADVAIR BLOOD PRESSURE MEDICATION","0.99968684427778"
"Pleural effusion 2","ADVAIR BLOOD PRESSURE MEDICATION","0.99881288407353"
"Peritonitis bacterial 1 Peritoneal dialysis complication 6","BAXTER EXTRANEAL PERITONEAL DIALYSIS SOLUTION WITH 7.5% ICODEXTRIN","0.99872607356805"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Heart rate irregular 2 Dyspnoea 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99553274790254"
"Hernia 1 Weight decreased 1 Hypotension 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99791262524332"
"Stevens-Johnson syndrome Toxic epidermal necrolysis Systemic lupus erythematosus","ADVAIR BLOOD PRESSURE MEDICATION","0.99839706975202"
"Head injury 2 Fluid overload 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99729168233332"
"Pneumonia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99460458310151"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Subacute cutaneous lupus erythematosus","RABEPRAZOLE","0.97044735027964"
"Acute myocardial infarction 5 Disease complication 5 Hypertension 5 Pneumonia aspiration 5 Acute respiratory failure 5 Sepsis 5 Fall 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99547931181613"
"Cerebrovascular accident 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99552095217404"
"Drug-induced liver injury","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99858847536106"
"Pneumonia 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99460458310151"
"Anaemia 3 Gastrointestinal haemorrhage 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99864041451519"
"Scrotal swelling 3 Hernia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99363169330292"
"Drug ineffective 3","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99870121311794"
"Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99531614577571"
"Gastrointestinal haemorrhage 6 Drug interaction 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99787759159265"
"Pre-eclampsia 6 Drug withdrawal syndrome 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99633157953656"
"Pulmonary embolism 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99855459580372"
"Angioedema 6","ADVAIR BLOOD PRESSURE MEDICATION","0.9943612489939"
"Deep vein thrombosis Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524994643"
"Anxiety Emotional distress General physical health deterioration 1 Injury 1 Pulmonary embolism 1 Dyspnoea 1 Chest pain 1 Pain 1 Pain","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9993706935081"
"Retinal disorder Retinal neovascularisation Vision blurred Product substitution issue Drug dispensing error Product quality issue","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99427147767627"
"Rash Pruritus Feeling abnormal","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99714144506724"
"Pulmonary embolism Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524952541"
"Deep vein thrombosis Pulmonary embolism Deep vein thrombosis Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524967342"
"Deep vein thrombosis Venous thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99401981429115"
"Pulmonary embolism Deep vein thrombosis","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524952541"
"Subacute cutaneous lupus erythematosus","RABEPRAZOLE","0.97044735027964"
"Anaemia","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99489695144348"
"Atrial fibrillation 1 Blood potassium decreased 1 Dehydration 1","ADVAIR BLOOD PRESSURE MEDICATION","0.99808289398565"
"Diabetic complication 2 Abdominal distension 2 Dyspnoea 2 Nausea 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99878124180508"
"Deep vein thrombosis Pulmonary embolism","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524994643"
"Acute myocardial infarction 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99437090527143"
"Deep vein thrombosis 2 Pulmonary embolism 4","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99736524994643"
"Cardiac arrest 5 Loss of consciousness 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99544643940975"
"Device related infection 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9958334504383"
"Fall 2 Joint injury 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99738995309795"
"Peritonitis bacterial 2 Peritoneal dialysis complication 1","BAXTER EXTRANEAL PERITONEAL DIALYSIS SOLUTION WITH 7.5% ICODEXTRIN","0.99872607356805"
"Death 5","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99861292150582"
"Renal failure acute 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99745349928206"
"Anaemia 2 Clostridium difficile infection 2","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99585383095082"
"Fall 1 Chest pain 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99928663694288"
"Abdominal pain upper Constipation","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99801845449689"
"Haematuria 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.97914984536978"
"Myocardial infarction 5","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99550861851828"
"Myocardial infarction 5 Cardiac failure 5 Peritonitis 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.9977357958947"
"Chest pain 6 Abdominal distension 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99886558961467"
"Ovarian germ cell cancer stage II Amenorrhoea Weight increased Galactorrhoea Tremor Muscular weakness Agitation Dyspnoea Blood prolactin increased Palpitations Aggression Dyskinesia Abdominal pain Hyperhidrosis Swelling Muscle spasms Dysuria Breast enlargement Fatigue","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99616772252955"
"Subacute cutaneous lupus erythematosus Disease recurrence","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99640914385984"
"Hernia 2","ADVAIR BLOOD PRESSURE MEDICATION","0.99546507826587"
"Foetal exposure during pregnancy Drug withdrawal syndrome neonatal","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99429547946453"
"Infection 2 Staphylococcal infection 2 Catheter site infection 2 Abdominal pain 2","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99748325839915"
"Respiratory distress 5 Feeding disorder 6 Agitation 6 Convulsion 1","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99757770583695"
"Investigation 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99660886360621"
"Hospitalisation 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9956129807087"
"Maternal exposure during pregnancy 1 Caesarean section 1 Premature delivery 1","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.99702070731705"
"Transfusion 6 Rash 6 Pruritus 6 Insomnia 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.997294439819"
"Blindness unilateral Visual acuity reduced Inappropriate schedule of drug administration","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99452389738564"
"Cardiac failure congestive 6 Abdominal pain 6 Malaise 3 Constipation 3 Abdominal distension 2 Dyspnoea 3 Nausea 6","CAPZASIN HP ARTHRITIS PAIN RELIEF","0.99922554047893"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
"Hyperthermia malignant 6","NEUTROGENA DEEP MOISTURE DAY WITH SUNSCREEN BROAD SPECTRUM SPF20","0.9923412486176"
